2449,2449,Material_Z,BUGGY,
57938,57938,Node_Z,USA1,
156553,156553,Node_Z,USA1_CR10_4A9F7EE7,
216288,216288,Node_Z,USA1,
235110,235110,MaterialAnim_Z,MUSCLE,
241623,241623,MeshData_Z,MUSCLE,
245659,245659,Lod_Z,USA1,
256556,256556,Node_Z,USA1_REGION_HABILLAGE_CR51_4A8171E0,
321173,321173,MeshData_Z,SUV,
333335,333335,Node_Z,USA1,
336653,336653,Node_Z,USA1,
442246,442246,Material_Z,SUV,
444109,444109,Material_Z,USA1,
493635,493635,Mesh_Z,USA1,db:>objects>wyoming>export>tasbois_dyn04_MESH.TMESH
618858,618858,LodData_Z,CHALGE1 CHALGE2 USA1,
672950,672950,Material_Z,USA1,
673231,673231,WorldRef_Z,USA1,
680640,680640,Material_Z,BUGGY,
695993,695993,Sound_Z,QUAD,
852410,852410,Node_Z,USA1_HUB_BOYSENCANYON_180211D4 USA1_RESETCOURSE_DBD1FF15,
977728,977728,MeshData_Z,USA1,
1067350,1067350,Bitmap_Z,SUV,
1081341,1081341,Lod_Z,USA1,
1103997,1103997,Node_Z,USA1_CR9_3924B666,
1144991,1144991,MeshData_Z,BIKE,
1149244,1149244,Node_Z,USA1,
1154755,1154755,Node_Z,USA1,
1187782,1187782,Node_Z,USA1,
1209617,1209617,MaterialAnim_Z,BUGGY,
1240069,1240069,MaterialAnim_Z,TRUCK,
1272521,1272521,Material_Z,USA1,
1337144,1337144,Material_Z,QUAD,
1452528,1452528,UserDefine_Z,USA1_HUB_CRATERLAKE_FFF9E370 USA1_REGION_HUB_CRATERLAKE_FFF9E370,
1479061,1479061,Sound_Z,BUGGY,
1501734,1501734,Bitmap_Z,QUAD,
1533684,1533684,Material_Z,BUGGY,
1584100,1584100,UserDefine_Z,USA1,
1659714,1659714,Bitmap_Z,USA1,
1699351,1699351,Material_Z,BUGGY,
1734371,1734371,UserDefine_Z,BONUS1,
1795165,1795165,Node_Z,USA1,
1903536,1903536,Node_Z,USA1,
1909514,1909514,MeshData_Z,BUGGY,
1952462,1952462,MeshData_Z,MUSCLE,
1987503,1987503,Node_Z,USA1_CR51_600C1B40,
2016577,2016577,MeshData_Z,USA1,
2036777,2036777,Node_Z,USA1_HUB_SALTLAKE_37923066 USA1_REGION_HUB_SALTLAKE_37923066,
2070939,2070939,Lod_Z,USA1,db:>gameobj>billboardcr58_e.TLOD
2144468,2144468,MaterialAnim_Z,SHARED,
2158550,2158550,Material_Z,USA1,
2181163,2181163,Material_Z,SUV,
2181897,2181897,UserDefine_Z,USA1,
2255176,2255176,Node_Z,THE_INTRO,
2257769,2257769,MeshData_Z,CHALGE1 CHALGE2 USA1,
2286228,2286228,Node_Z,USA1_CR46_FE4A49B3,
2353681,2353681,Material_Z,CHALGE1 CHALGE2 USA1,
2360361,2360361,Node_Z,USA1,
2381946,2381946,MeshData_Z,MUSCLE,
2496627,2496627,Node_Z,TRUCK,
2519148,2519148,UserDefine_Z,USA1,
2527248,2527248,Bitmap_Z,BUGGY,
2532768,2532768,Node_Z,USA1_HUB_SALTLAKE_37923066 USA1_REGION_HUB_SALTLAKE_37923066,
